"No.","Time","Source","Destination","Protocol","Length","Info"
"25355","78.244597000","192.168.14.31","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"25374","78.269635000","10.0.130.32","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25375","78.277188000","10.0.130.177","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"25379","78.304179000","10.0.130.40","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25398","78.393493000","10.0.130.177","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"30261","93.964959000","10.0.128.45","255.255.255.255","UDP","1168","Source port: 1977  Destination port: 2012"
"30266","93.966110000","10.0.128.228","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"30277","93.973764000","10.0.130.59","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30278","93.974581000","10.0.130.210","255.255.255.255","UDP","1131","Source port: 1977  Destination port: 2012"
"30280","93.980021000","10.0.130.212","255.255.255.255","UDP","1186","Source port: 1977  Destination port: 2012"
"30283","93.981138000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"30284","93.982738000","10.0.130.57","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30291","93.986249000","10.0.130.173","255.255.255.255","UDP","1211","Source port: 1977  Destination port: 2012"
"30292","93.986685000","10.0.130.90","255.255.255.255","UDP","1176","Source port: 1977  Destination port: 2012"
"30293","93.988867000","10.0.128.138","255.255.255.255","UDP","1130","Source port: 1977  Destination port: 2012"
"30296","93.999308000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30297","93.999553000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"30299","93.999557000","10.0.128.130","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"30300","94.000311000","10.0.130.67","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30301","94.000525000","10.0.130.62","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30302","94.000852000","10.0.128.36","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"30303","94.003041000","10.0.128.21","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"30305","94.003825000","10.0.128.99","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"30312","94.009651000","10.0.130.66","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30313","94.009940000","10.0.128.124","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"30314","94.010122000","10.0.129.169","255.255.255.255","UDP","1150","Source port: 1977  Destination port: 2012"
"30315","94.010707000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"30316","94.010982000","10.0.129.165","255.255.255.255","UDP","1222","Source port: 1977  Destination port: 2012"
"30317","94.011780000","10.0.130.61","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30319","94.013457000","10.0.130.74","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"30320","94.013458000","10.0.130.211","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"30321","94.013639000","10.0.128.202","255.255.255.255","UDP","1261","Source port: 1977  Destination port: 2012"
"30322","94.015690000","10.0.130.2","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"30324","94.017187000","10.0.130.69","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30327","94.017551000","10.0.129.163","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"30331","94.022027000","10.0.130.117","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"30332","94.022028000","10.0.130.175","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"30333","94.026185000","10.0.130.112","255.255.255.255","UDP","1187","Source port: 1977  Destination port: 2012"
"30334","94.027158000","10.0.130.207","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"30335","94.027788000","10.0.130.58","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30336","94.029961000","10.0.130.118","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"30337","94.031843000","10.0.129.63","255.255.255.255","UDP","1210","Source port: 1977  Destination port: 2012"
"30338","94.032115000","10.0.130.75","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"30339","94.032547000","10.0.130.8","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"30340","94.032745000","10.0.128.114","255.255.255.255","UDP","1202","Source port: 1977  Destination port: 2012"
"30342","94.033193000","10.0.128.180","255.255.255.255","UDP","1197","Source port: 1977  Destination port: 2012"
"30343","94.034295000","10.0.130.89","255.255.255.255","UDP","1124","Source port: 1977  Destination port: 2012"
"30344","94.034642000","10.0.128.73","255.255.255.255","UDP","1208","Source port: 1977  Destination port: 2012"
"30345","94.035834000","10.0.129.164","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"30346","94.036061000","10.0.130.30","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"30348","94.040505000","10.0.130.113","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"30349","94.040506000","10.0.130.65","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30352","94.043613000","10.0.129.59","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"30353","94.043796000","10.0.130.167","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"30354","94.043797000","10.0.130.55","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30355","94.044107000","10.0.130.60","255.255.255.255","UDP","1159","Source port: 1977  Destination port: 2012"
"30356","94.045017000","10.0.130.92","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"30357","94.045298000","10.0.128.174","255.255.255.255","UDP","1199","Source port: 1977  Destination port: 2012"
"30358","94.045913000","10.0.130.171","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"30359","94.046587000","10.0.130.96","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"30360","94.046768000","10.0.130.170","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"30361","94.047416000","10.0.130.100","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"30362","94.048354000","10.0.128.54","255.255.255.255","UDP","1123","Source port: 1977  Destination port: 2012"
"30363","94.049697000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"30364","94.049877000","10.0.130.168","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"30365","94.050058000","10.0.130.73","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"30367","94.051635000","10.0.130.205","255.255.255.255","UDP","1171","Source port: 1977  Destination port: 2012"
"30368","94.052791000","10.0.128.172","255.255.255.255","UDP","1267","Source port: 1977  Destination port: 2012"
"30369","94.052971000","10.0.130.21","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"30370","94.053151000","192.168.14.161","255.255.255.255","UDP","1132","Source port: 1977  Destination port: 2012"
"30371","94.054072000","10.0.130.32","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30372","94.054252000","10.0.130.203","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30373","94.056162000","10.0.128.126","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"30374","94.056372000","10.0.128.78","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"30376","94.059575000","10.0.130.72","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30377","94.060758000","10.0.128.81","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30378","94.061069000","10.0.130.232","255.255.255.255","UDP","1190","Source port: 1977  Destination port: 2012"
"30379","94.061405000","10.0.130.209","255.255.255.255","UDP","1180","Source port: 1977  Destination port: 2012"
"30380","94.061406000","10.0.130.56","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30382","94.062430000","10.0.130.71","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30383","94.064590000","10.0.130.68","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"30384","94.066502000","192.168.14.31","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"30385","94.067694000","10.0.128.175","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30386","94.067932000","10.0.130.108","255.255.255.255","UDP","1256","Source port: 1977  Destination port: 2012"
"30387","94.071134000","10.0.130.172","255.255.255.255","UDP","1195","Source port: 1977  Destination port: 2012"
"30389","94.072797000","10.0.128.45","255.255.255.255","UDP","1168","Source port: 1977  Destination port: 2012"
"30391","94.073876000","10.0.128.228","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"30393","94.077193000","192.168.14.33","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"30396","94.083716000","10.0.130.224","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"30397","94.084281000","10.0.130.208","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"30399","94.086728000","10.0.130.204","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30400","94.087568000","10.0.130.59","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30403","94.089241000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"30404","94.090036000","10.0.130.94","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30405","94.090296000","192.168.14.34","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"30407","94.090851000","10.0.130.210","255.255.255.255","UDP","1131","Source port: 1977  Destination port: 2012"
"30410","94.091880000","10.0.128.236","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"30412","94.092735000","10.0.130.57","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30413","94.092737000","10.0.130.197","255.255.255.255","UDP","1153","Source port: 1977  Destination port: 2012"
"30414","94.094168000","10.0.129.206","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"30415","94.094628000","10.0.130.90","255.255.255.255","UDP","1176","Source port: 1977  Destination port: 2012"
"30416","94.095616000","10.0.130.213","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"30417","94.098173000","10.0.128.38","255.255.255.255","UDP","1258","Source port: 1977  Destination port: 2012"
"30418","94.098664000","10.0.130.4","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30419","94.098667000","10.0.128.122","255.255.255.255","UDP","1278","Source port: 1977  Destination port: 2012"
"30421","94.100826000","10.0.128.138","255.255.255.255","UDP","1130","Source port: 1977  Destination port: 2012"
"30422","94.102495000","10.0.130.198","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"30423","94.102497000","10.0.128.237","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"30425","94.102618000","10.0.130.173","255.255.255.255","UDP","1211","Source port: 1977  Destination port: 2012"
"30426","94.103050000","10.0.130.212","255.255.255.255","UDP","1186","Source port: 1977  Destination port: 2012"
"30427","94.104573000","10.0.130.169","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"30431","94.108877000","10.0.128.130","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"30432","94.109122000","192.168.14.22","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"30433","94.109644000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30434","94.110639000","0.0.0.0","255.255.255.255","UDP","1094","Source port: 1977  Destination port: 2012"
"30435","94.111635000","10.0.128.36","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"30436","94.113379000","10.0.128.21","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"30437","94.113808000","10.0.130.62","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30438","94.115490000","10.0.130.67","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"30439","94.117827000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"30440","94.118799000","10.0.130.201","255.255.255.255","UDP","1205","Source port: 1977  Destination port: 2012"
"30441","94.118803000","10.0.130.199","255.255.255.255","UDP","1204","Source port: 1977  Destination port: 2012"
"30442","94.118804000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"30443","94.119218000","10.0.128.124","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"30444","94.120080000","10.0.130.39","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"30445","94.120302000","10.0.128.99","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
